City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Mandurah,AU,2022-09-12 18:33:45,-32.55,115.7,61.92,76,100,25.41
295,Aksarka,RU,2022-09-12 18:33:18,66.5606,67.7975,45.59,87,100,15.97
296,Pop,UZ,2022-09-12 18:33:45,40.8736,71.1089,59.49,38,2,7.38
297,Hamilton,US,2022-09-12 18:31:34,39.1834,-84.5333,73.26,55,0,9.22
298,Tahoua,NE,2022-09-12 18:33:46,14.8888,5.2692,91.38,49,20,4.61
299,Asau,RO,2022-09-12 18:33:46,46.4333,26.4,52.72,85,54,1.14
300,Banda Aceh,ID,2022-09-12 18:33:46,5.5577,95.3222,78.89,81,83,6.69
301,Pishva,IR,2022-09-12 18:33:46,35.308,51.7267,79.63,21,0,8.12
302,Hovd,MN,2022-09-12 18:33:47,48.0056,91.6419,51.01,28,100,2.51
303,Mimongo,GA,2022-09-12 18:33:47,-1.6195,11.6068,75.18,69,35,2.26
304,Antofagasta,CL,2022-09-12 18:32:49,-23.65,-70.4,60.08,74,30,10.6
305,Badulla,LK,2022-09-12 18:33:47,6.9895,81.0557,71.35,66,90,4.23
306,Touros,BR,2022-09-12 18:33:48,-5.1989,-35.4608,80.26,64,13,17.11
307,Lashio,MM,2022-09-12 18:33:48,22.9333,97.75,65.62,99,74,0.83
308,Poggibonsi,IT,2022-09-12 18:33:48,43.4724,11.1456,78.03,100,0,1.95
309,Abu Kamal,SY,2022-09-12 18:33:48,34.4506,40.9171,90.99,16,0,3.89
310,Vila Velha,BR,2022-09-12 18:31:02,-20.3297,-40.2925,73.35,83,75,10.36
311,Regente Feijo,BR,2022-09-12 18:33:49,-22.2214,-51.3028,81.68,57,6,8.05
312,Saint-Joseph,RE,2022-09-12 18:33:49,-21.3667,55.6167,66.58,71,57,9.01
313,Vostok,RU,2022-09-12 18:33:49,46.4856,135.8833,55.31,99,91,5.32
314,Denpasar,ID,2022-09-12 18:31:49,-8.65,115.2167,78.46,94,20,9.22
315,Tezu,IN,2022-09-12 18:25:46,27.9167,96.1667,73.78,99,46,2.89
316,Zaltan,LY,2022-09-12 18:33:50,32.947,11.8665,81.52,70,0,15.57
317,Vao,NC,2022-09-12 18:33:50,-22.6667,167.4833,73.56,82,100,13.02
318,Egvekinot,RU,2022-09-12 18:33:50,66.3167,-179.1667,36.16,94,100,13.73
319,Nieuw Amsterdam,SR,2022-09-12 18:33:50,5.8833,-55.0833,89.76,66,75,9.22
320,Mehran,IR,2022-09-12 18:33:51,33.1222,46.1646,93.36,12,0,7.78
321,Gedo,ET,2022-09-12 18:34:51,9.0167,37.45,53.91,92,100,1.48
322,Tasiilaq,GL,2022-09-12 18:34:51,65.6145,-37.6368,59.16,56,0,6.82
323,Jaisalmer,IN,2022-09-12 18:34:52,26.9147,70.9181,90.09,49,99,9.93
324,Port Hedland,AU,2022-09-12 18:34:52,-20.3167,118.5667,68.05,73,0,9.22
325,Ketchikan,US,2022-09-12 18:34:52,55.3422,-131.6461,57.67,72,0,10.36
326,Hami,CN,2022-09-12 18:34:52,42.8,93.45,71.11,34,90,10.38
327,Tadine,NC,2022-09-12 18:34:53,-21.55,167.8833,72.61,86,100,9.62
328,Alta Floresta,BR,2022-09-12 18:34:53,-9.8756,-56.0861,96.62,41,11,6.91
329,Lodwar,KE,2022-09-12 18:34:53,3.1191,35.5973,89.13,35,68,4.85
330,Malakal,SS,2022-09-12 18:34:53,9.5334,31.6605,73.76,90,14,5.7
331,Samfya,ZM,2022-09-12 18:34:54,-11.3649,29.5565,77.7,31,1,6.06
332,Menongue,AO,2022-09-12 18:34:54,-14.6585,17.691,72.61,15,100,3.4
333,Vilhena,BR,2022-09-12 18:31:15,-12.7406,-60.1458,88.02,48,40,6.91
334,La Rioja,ES,2022-09-12 18:34:54,42.25,-2.5,60.58,72,100,4.54
335,Laerdalsoyri,NO,2022-09-12 18:34:54,61.098,7.4816,57.52,93,75,0.0
336,Tiznit,MA,2022-09-12 18:32:07,29.5833,-9.5,77.14,48,100,5.5
337,Soritor,PE,2022-09-12 18:34:55,-6.1392,-77.1039,85.68,49,100,3.38
338,Noumea,NC,2022-09-12 18:31:34,-22.2763,166.4572,75.0,99,100,7.54
339,Vratimov,CZ,2022-09-12 18:34:55,49.77,18.3102,60.08,82,0,2.3
340,Tambacounda,SN,2022-09-12 18:34:55,13.7539,-13.7586,79.16,85,100,5.19
341,Dong Hoi,VN,2022-09-12 18:30:39,17.4833,106.6,78.24,84,2,3.2
342,Larsnes,NO,2022-09-12 18:34:56,62.2028,5.5773,60.62,85,99,5.12
343,Culfa,AZ,2022-09-12 18:34:56,38.9558,45.6308,75.07,47,0,6.38
344,Nanortalik,GL,2022-09-12 18:34:56,60.1432,-45.2371,44.67,88,11,9.53
345,Anadyr,RU,2022-09-12 18:34:56,64.75,177.4833,34.3,93,20,8.95
346,Juba,SS,2022-09-12 18:34:57,4.8517,31.5825,71.37,92,86,3.51
347,Hay River,CA,2022-09-12 18:34:57,60.8156,-115.7999,55.38,47,20,4.61
348,Raton,US,2022-09-12 18:34:48,36.9034,-104.4391,79.41,22,0,5.75
349,Nome,US,2022-09-12 18:34:57,64.5011,-165.4064,50.07,87,100,8.05
350,Koumac,NC,2022-09-12 18:34:57,-20.5667,164.2833,72.99,85,100,3.98
351,Caravelas,BR,2022-09-12 18:34:58,-17.7125,-39.2481,76.91,51,5,7.18
352,Chardara,KZ,2022-09-12 18:34:58,41.2547,67.9692,58.98,45,54,10.56
353,Elko,US,2022-09-12 18:30:35,41.0002,-115.5012,82.06,25,100,5.99
354,Mogocha,RU,2022-09-12 18:34:58,53.7333,119.7667,40.68,77,98,2.89
355,Penzance,GB,2022-09-12 18:34:58,50.1186,-5.5371,65.08,79,100,11.39
356,Micheweni,TZ,2022-09-12 18:34:59,-4.9667,39.8333,74.98,81,94,14.14
357,Sechura,PE,2022-09-12 18:34:59,-5.5569,-80.8222,76.19,53,28,15.73
358,Yumen,CN,2022-09-12 18:34:59,40.2833,97.2,71.11,27,100,19.19
359,Eyl,SO,2022-09-12 18:34:59,7.9803,49.8164,77.7,81,7,21.14
360,Key West,US,2022-09-12 18:31:31,24.5557,-81.7826,90.0,71,75,10.36
361,San Quintin,MX,2022-09-12 18:35:00,30.4833,-115.95,76.55,72,65,7.76
362,Montepuez,MZ,2022-09-12 18:35:00,-13.1256,38.9997,70.63,58,4,7.81
363,Cidreira,BR,2022-09-12 18:35:01,-30.1811,-50.2056,60.3,84,94,8.68
364,Marsaxlokk,MT,2022-09-12 18:35:01,35.8419,14.5431,81.21,65,20,4.61
365,Marzuq,YE,2022-09-12 18:35:01,14.4,46.4667,82.33,44,79,4.63
366,Bambous Virieux,MU,2022-09-12 18:35:01,-20.3428,57.7575,70.05,73,75,6.91
367,Novoagansk,RU,2022-09-12 18:35:02,61.9449,76.6625,42.3,74,77,8.86
368,Teguldet,RU,2022-09-12 18:36:02,57.3064,88.1667,40.46,75,99,7.36
369,Agadez,NE,2022-09-12 18:36:02,19.75,10.25,89.71,9,0,9.46
370,Jinxiang,CN,2022-09-12 18:36:03,27.4327,120.6062,74.3,77,100,9.01
371,Bengkulu,ID,2022-09-12 18:33:43,-3.8004,102.2655,75.47,89,100,3.06
372,Sydney,AU,2022-09-12 18:31:29,-33.8679,151.2073,54.72,80,75,13.8
373,Haverfordwest,GB,2022-09-12 18:36:03,51.8017,-4.9691,71.19,88,100,1.99
374,Guararapes,BR,2022-09-12 18:36:04,-21.2608,-50.6428,89.58,17,14,10.67
375,Road Town,VG,2022-09-12 18:34:38,18.4167,-64.6167,87.89,79,40,8.05
376,Praya,CV,2022-09-12 18:36:04,14.9215,-23.5087,80.1,79,99,14.14
377,Saint-Francois,FR,2022-09-12 18:36:04,46.4154,3.9054,78.24,47,0,5.75
378,Mao,ES,2022-09-12 18:36:04,39.8885,4.2658,81.16,78,0,8.05
379,Cibitoke,BI,2022-09-12 18:36:05,-2.8833,29.25,71.02,70,100,3.67
380,Port Keats,AU,2022-09-12 18:36:05,-14.25,129.55,76.96,84,27,3.89
381,Peniche,PT,2022-09-12 18:36:05,39.3558,-9.3811,72.1,84,33,25.19
382,Chumikan,RU,2022-09-12 18:36:06,54.7183,135.315,43.72,89,100,7.56
383,Hasaki,JP,2022-09-12 18:36:06,35.7333,140.8333,70.29,91,65,10.98
384,Samarai,PG,2022-09-12 18:36:06,-10.6167,150.6667,80.19,80,13,7.99
385,Te Anau,NZ,2022-09-12 18:35:26,-45.4167,167.7167,38.97,97,100,3.18
386,Tombouctou,ML,2022-09-12 18:36:07,20.0,-3.0,102.99,13,100,4.52
387,Santa Maria Da Vitoria,BR,2022-09-12 18:36:07,-13.3947,-44.1886,95.18,11,15,9.53
388,Mogadishu,SO,2022-09-12 18:34:24,2.0371,45.3438,76.59,87,86,17.98
389,Juneau,US,2022-09-12 18:36:07,58.3019,-134.4197,52.11,94,75,3.44
390,Mocuba,MZ,2022-09-12 18:36:08,-16.8392,36.9856,74.14,55,10,6.85
391,Togur,RU,2022-09-12 18:36:08,58.3631,82.8265,35.04,86,37,5.77
392,El Viejo,NI,2022-09-12 18:36:08,12.6633,-87.1672,86.22,70,40,4.61
393,Beira,MZ,2022-09-12 18:36:08,-19.8436,34.8389,75.29,78,75,4.61
394,Nalut,LY,2022-09-12 18:36:09,30.3333,10.85,91.76,16,6,7.56
395,Ordu,TR,2022-09-12 18:36:09,40.9086,37.6845,63.1,97,100,6.98
396,Garowe,SO,2022-09-12 18:36:09,8.4054,48.4845,80.71,54,77,21.05
397,Mersin,TR,2022-09-12 18:36:09,36.862,34.6509,79.43,78,55,4.65
398,Aras,ES,2022-09-12 18:33:55,42.5617,-2.356,75.63,94,75,4.61
399,Hundested,DK,2022-09-12 18:36:10,55.9667,11.8667,62.22,76,100,16.37
400,Balaipungut,ID,2022-09-12 18:36:10,1.05,101.2833,73.76,90,32,2.75
401,Songjianghe,CN,2022-09-12 18:36:10,42.1859,127.479,54.9,97,0,2.39
402,Gimli,CA,2022-09-12 18:36:11,50.6336,-96.9907,73.42,43,73,11.5
403,Port Moresby,PG,2022-09-12 18:36:11,-9.4431,147.1797,72.82,100,40,3.44
404,Kaeo,NZ,2022-09-12 18:36:11,-35.1,173.7833,50.32,95,100,6.38
405,Naryan-Mar,RU,2022-09-12 18:33:09,67.6713,53.087,42.96,96,100,4.65
406,Coxim,BR,2022-09-12 18:35:11,-18.5067,-54.76,102.33,14,75,10.0
407,Cherskiy,RU,2022-09-12 18:33:14,68.75,161.3,39.18,89,100,4.43
408,Hauterive,FR,2022-09-12 18:36:12,46.0901,3.4459,81.36,47,26,4.56
409,Ojinaga,MX,2022-09-12 18:36:12,29.5667,-104.4167,86.58,54,0,0.0
410,Payakumbuh,ID,2022-09-12 18:36:12,-0.2202,100.6308,70.47,97,100,2.86
411,North Platte,US,2022-09-12 18:36:13,41.1239,-100.7654,83.32,33,0,3.0
412,Skagen,DK,2022-09-12 18:36:13,57.7209,10.5839,62.46,82,100,27.58
413,Nuuk,GL,2022-09-12 18:36:13,64.1835,-51.7216,45.21,93,100,11.5
414,Rudnogorsk,RU,2022-09-12 18:37:13,57.2639,103.7519,47.53,83,100,11.05
415,Baghdad,IQ,2022-09-12 18:34:35,33.3406,44.4009,96.87,12,0,8.93
416,Potam,MX,2022-09-12 18:37:14,27.6,-110.3833,92.3,52,3,5.73
417,Zeya,RU,2022-09-12 18:33:09,53.75,127.2667,42.17,84,100,3.42
418,Puerto Montt,CL,2022-09-12 18:37:14,-41.4698,-72.9447,56.23,67,75,6.91
419,Esna,EG,2022-09-12 18:37:14,25.2934,32.554,90.95,18,0,9.51
420,Henties Bay,NA,2022-09-12 18:37:15,-22.116,14.2845,55.6,86,0,3.09
421,Kichera,RU,2022-09-12 18:37:15,55.9375,110.0997,51.75,69,100,3.65
422,Dikson,RU,2022-09-12 18:37:15,73.5069,80.5464,38.35,64,100,22.68
423,Bilibino,RU,2022-09-12 18:37:16,68.0546,166.4372,40.93,94,100,4.12
424,Kanker,IN,2022-09-12 18:37:16,20.2719,81.4931,75.34,91,100,11.83
425,Skjervoy,NO,2022-09-12 18:37:16,70.0311,20.9714,37.4,67,65,7.94
426,Rawson,AR,2022-09-12 18:37:16,-43.3002,-65.1023,50.77,63,11,16.78
427,Umba,RU,2022-09-12 18:37:17,66.6871,34.3429,46.26,94,34,6.06
428,Kachug,RU,2022-09-12 18:37:17,53.9606,105.8817,48.2,83,100,12.64
429,Labuan,MY,2022-09-12 18:37:17,5.2767,115.2417,79.16,88,20,0.0
430,Requena,ES,2022-09-12 18:37:18,39.4883,-1.1004,72.79,61,100,7.65
431,Vitim,RU,2022-09-12 18:37:18,59.4511,112.5578,50.05,81,100,2.95
432,Dakar,SN,2022-09-12 18:36:58,14.6937,-17.4441,83.01,74,90,10.11
433,Santa Isabel Do Rio Negro,BR,2022-09-12 18:37:18,-0.4139,-65.0192,92.1,47,100,1.77
434,Whitehorse,CA,2022-09-12 18:37:18,60.7161,-135.0538,48.09,57,20,10.36
435,Poplar Bluff,US,2022-09-12 18:37:02,36.757,-90.3929,80.33,34,0,12.66
436,Cap Malheureux,MU,2022-09-12 18:37:04,-19.9842,57.6142,69.48,72,5,5.01
437,Imeni Morozova,RU,2022-09-12 18:37:19,59.9757,31.0376,53.64,1,100,4.47
438,Cao Bang,VN,2022-09-12 18:37:19,22.6667,106.25,72.18,98,100,0.98
439,Camana,PE,2022-09-12 18:37:19,-16.6228,-72.7111,62.08,78,93,10.69
440,Catuday,PH,2022-09-12 18:37:20,16.2923,119.8062,78.85,75,100,3.4
441,Biak,ID,2022-09-12 18:37:20,-0.9131,122.8766,74.57,87,26,6.2
442,Vestmannaeyjar,IS,2022-09-12 18:37:20,63.4427,-20.2734,49.19,93,100,11.5
443,Rantauprapat,ID,2022-09-12 18:37:21,2.1,99.8333,72.5,95,100,2.28
444,Mkushi,ZM,2022-09-12 18:37:21,-13.6202,29.3939,71.69,28,4,6.89
445,President Roxas,PH,2022-09-12 18:37:21,7.1544,125.0558,73.65,91,11,1.32
446,Honningsvag,NO,2022-09-12 18:37:21,70.9821,25.9704,38.95,70,20,3.44
447,Seguela,CI,2022-09-12 18:37:22,7.9611,-6.6731,73.58,91,100,3.47
448,Sioux Lookout,CA,2022-09-12 18:37:22,50.1001,-91.917,69.87,56,75,6.91
449,Makat,KZ,2022-09-12 18:37:22,47.6469,53.3463,62.15,25,71,10.11
450,Palu,ID,2022-09-12 18:37:23,-0.8917,119.8707,74.73,95,91,3.0
451,Leningradskiy,RU,2022-09-12 18:33:10,69.3833,178.4167,36.46,84,100,5.99
452,Esso,RU,2022-09-12 18:37:23,55.9333,158.7,41.79,67,99,3.56
453,Bay-Khaak,RU,2022-09-12 18:37:23,51.1667,94.5,40.41,88,5,1.36
454,Varnavino,RU,2022-09-12 18:37:24,57.4035,45.0916,48.97,61,100,3.87
455,Washington,US,2022-09-12 18:33:58,47.5001,-120.5015,82.15,28,100,1.48
456,Orapa,BW,2022-09-12 18:37:24,-21.2833,25.3667,72.75,11,0,5.95
457,High Level,CA,2022-09-12 18:37:24,58.5169,-117.136,57.31,51,75,5.75
458,Sayyan,YE,2022-09-12 18:37:24,15.1718,44.3244,68.41,33,44,6.51
459,Prince George,CA,2022-09-12 18:38:25,53.9166,-122.753,56.64,67,0,2.3
460,Cienfuegos,CU,2022-09-12 18:38:25,22.1461,-80.4356,91.54,62,40,6.91
461,Flin Flon,CA,2022-09-12 18:38:25,54.7682,-101.865,60.64,39,20,11.5
462,Srednekolymsk,RU,2022-09-12 18:38:25,67.45,153.6833,35.96,97,100,9.44
463,Ampanihy,MG,2022-09-12 18:38:26,-24.7,44.75,65.05,84,0,6.42
464,Chau Doc,VN,2022-09-12 18:38:26,10.7,105.1167,77.94,88,100,5.14
465,Robeasca,RO,2022-09-12 18:38:26,45.1667,27.1333,63.61,68,0,9.28
466,Nuevo Progreso,MX,2022-09-12 18:38:26,23.1667,-97.95,90.54,58,0,8.97
467,Mastic Beach,US,2022-09-12 18:38:27,40.7668,-72.8521,79.11,83,100,6.91
468,Chenzhou,CN,2022-09-12 18:38:27,25.8,113.0333,73.47,60,0,1.61
469,Broome,US,2022-09-12 18:38:27,42.2506,-75.833,75.6,82,98,1.01
470,Wewak,PG,2022-09-12 18:38:28,-3.5534,143.6268,78.28,86,79,9.24
471,Mopipi,BW,2022-09-12 18:38:28,-21.1833,24.8833,74.88,10,0,2.93
472,Kenai,US,2022-09-12 18:35:21,60.5544,-151.2583,51.1,98,100,6.91
473,Okhotsk,RU,2022-09-12 18:38:28,59.3833,143.3,39.96,52,0,14.52
474,Omboue,GA,2022-09-12 18:38:28,-1.5746,9.2618,75.65,80,5,9.42
475,Rypefjord,NO,2022-09-12 18:38:29,70.6333,23.6667,37.87,75,20,3.44
476,Ahuimanu,US,2022-09-12 18:38:29,21.4447,-157.8378,80.85,84,75,4.61
477,Adrar,MR,2022-09-12 18:38:29,20.5022,-10.0711,101.05,16,70,4.52
478,Pringsewu,ID,2022-09-12 18:38:29,-5.3582,104.9744,72.09,96,100,3.69
479,Paamiut,GL,2022-09-12 18:38:30,61.994,-49.6678,41.22,95,100,6.8
480,East London,ZA,2022-09-12 18:38:30,-33.0153,27.9116,54.54,82,0,10.36
481,Chistogorskiy,RU,2022-09-12 18:38:30,53.9835,87.3843,42.28,94,85,4.59
482,Erenhot,CN,2022-09-12 18:38:30,43.6475,111.9767,63.41,35,0,11.86
483,Tutoia,BR,2022-09-12 18:38:31,-2.7619,-42.2744,82.36,73,71,14.47
484,Riyadh,SA,2022-09-12 18:34:34,24.6877,46.7219,95.14,10,7,7.34
485,Puerto Escondido,MX,2022-09-12 18:38:31,15.85,-97.0667,83.23,57,75,2.3
486,Alekseyevskoye,RU,2022-09-12 18:38:31,55.3071,50.1135,49.21,55,100,4.97
487,Kumluca,TR,2022-09-12 18:38:32,36.3703,30.2869,79.34,71,0,5.12
488,Port-Cartier,CA,2022-09-12 18:38:32,50.0334,-66.8654,65.88,68,54,6.26
489,Ayan,RU,2022-09-12 18:38:32,56.45,138.1667,47.52,64,100,5.64
490,Qostanay,KZ,2022-09-12 18:38:32,53.1667,63.5833,50.29,71,0,0.0
491,Helong,CN,2022-09-12 18:38:33,42.5397,128.9972,59.38,95,0,4.54
492,Hobyo,SO,2022-09-12 18:38:33,5.3505,48.5268,76.78,87,100,25.86
493,Noshiro,JP,2022-09-12 18:38:33,40.2039,140.0242,68.67,81,100,4.76
494,Bronnoysund,NO,2022-09-12 18:38:33,65.4625,12.1997,53.6,66,0,8.05
495,Mpwapwa,TZ,2022-09-12 18:38:34,-6.35,36.4833,68.47,59,72,7.2
496,Lalibela,ET,2022-09-12 18:38:34,12.0333,39.0333,63.0,59,92,5.95
497,Binabalian,PH,2022-09-12 18:38:34,16.4202,119.9279,81.12,75,100,4.21
498,Bo Phloi,TH,2022-09-12 18:38:35,14.3236,99.5161,74.35,96,100,5.08
499,Manjhanpur,IN,2022-09-12 18:38:35,25.5333,81.3833,77.77,90,84,15.66
500,Manta,EC,2022-09-12 18:38:35,-0.95,-80.7333,76.78,73,40,6.91
501,Port Augusta,AU,2022-09-12 18:38:35,-32.5,137.7667,48.69,81,6,5.75
502,Beckley,US,2022-09-12 18:39:36,37.7782,-81.1882,68.41,77,100,9.22
503,Haimen,CN,2022-09-12 18:39:36,23.1935,116.6142,76.89,84,2,9.19
504,Terra Rica,BR,2022-09-12 18:39:36,-22.7094,-52.6169,88.83,35,27,6.22
505,Orcopampa,PE,2022-09-12 18:39:36,-15.2661,-72.3417,65.26,13,15,8.66
506,Vila Do Maio,CV,2022-09-12 18:39:37,15.1333,-23.2167,80.33,80,74,13.78
507,Tomatlan,MX,2022-09-12 18:39:37,19.9333,-105.25,81.07,84,100,3.67
508,Graaff-Reinet,ZA,2022-09-12 18:39:37,-32.2522,24.5308,52.92,38,0,1.81
509,Hare Bay,CA,2022-09-12 18:39:37,48.8499,-54.0148,60.19,96,100,11.07
510,Olafsvik,IS,2022-09-12 18:39:38,64.8945,-23.7142,49.93,88,100,15.12
511,Tyazhinskiy,RU,2022-09-12 18:39:38,56.116,88.524,37.98,89,100,8.48
512,Uberaba,BR,2022-09-12 18:39:38,-19.7483,-47.9319,93.78,12,95,11.5
513,Pyatnitskoye,RU,2022-09-12 18:39:39,50.4233,37.8273,51.28,88,100,12.95
514,Tessalit,ML,2022-09-12 18:39:36,20.1986,1.0114,98.96,10,39,4.99
515,Fukue,JP,2022-09-12 18:39:39,32.6881,128.8419,79.56,84,100,12.82
516,Itarema,BR,2022-09-12 18:35:19,-2.9248,-39.9167,82.53,66,42,18.75
517,Korla,CN,2022-09-12 18:39:13,41.7597,86.1469,74.14,28,0,22.19
518,Huangzhou,CN,2022-09-12 18:39:39,30.45,114.8,74.1,62,33,3.22
519,Montrose,US,2022-09-12 18:39:39,38.4166,-108.2673,69.73,16,1,3.83
520,Kropotkin,RU,2022-09-12 18:39:40,45.4375,40.5756,66.38,79,99,12.28
521,Kupang,ID,2022-09-12 18:39:40,-10.1667,123.5833,73.98,83,11,5.03
522,Carballo,ES,2022-09-12 18:39:40,43.213,-8.691,71.01,90,100,4.18
523,Szczecinek,PL,2022-09-12 18:39:41,53.7079,16.6994,54.86,76,100,4.23
524,Mount Gambier,AU,2022-09-12 18:39:41,-37.8333,140.7667,31.91,93,17,0.0
525,Waipawa,NZ,2022-09-12 18:39:41,-41.4122,175.5153,49.77,72,0,20.6
526,Nantucket,US,2022-09-12 18:36:39,41.2835,-70.0995,73.54,68,100,11.5
527,Saint Anthony,US,2022-09-12 18:39:41,45.0205,-93.218,76.24,41,0,11.5
528,Karasjok,NO,2022-09-12 18:39:42,69.4719,25.5112,41.92,63,100,2.86
529,Sur,OM,2022-09-12 18:39:42,22.5667,59.5289,85.95,65,73,10.74
530,San Luis,AR,2022-09-12 18:39:42,-33.295,-66.3356,72.12,13,1,6.42
531,Zherdevka,RU,2022-09-12 18:39:42,51.8486,41.4606,50.04,86,100,13.56
532,Zhangjiakou,CN,2022-09-12 18:39:43,40.81,114.8794,64.74,69,0,2.66
533,Redmond,US,2022-09-12 18:38:51,47.674,-122.1215,71.87,69,21,3.0
534,Chifeng,CN,2022-09-12 18:39:43,42.2683,118.9636,59.63,78,0,5.12
535,Acobamba,PE,2022-09-12 18:39:43,-11.3525,-75.6594,65.95,54,91,12.44
536,Yumaguzino,RU,2022-09-12 18:39:44,52.9041,56.3933,44.15,82,97,2.33
537,Callaguip,PH,2022-09-12 18:39:44,18.0714,120.4867,78.82,89,100,4.61
538,Evensk,RU,2022-09-12 18:39:44,61.95,159.2333,42.1,73,11,9.1
539,Hervey Bay,AU,2022-09-12 18:39:44,-25.2986,152.8535,61.59,64,22,11.25
540,Port Lincoln,AU,2022-09-12 18:39:45,-34.7333,135.8667,52.81,81,8,14.2
541,Coahuayana,MX,2022-09-12 18:39:45,18.7333,-103.6833,85.24,72,100,4.09
542,Shimanovsk,RU,2022-09-12 18:39:45,52.0,127.7,42.35,92,30,5.17
543,Marystown,CA,2022-09-12 18:39:45,47.1666,-55.1483,60.85,92,99,22.1
544,Gushikawa,JP,2022-09-12 18:39:46,26.3544,127.8686,81.99,86,20,11.5
545,Kangaatsiaq,GL,2022-09-12 18:39:46,68.3065,-53.4641,41.86,93,100,23.76
546,Jumla,NP,2022-09-12 18:39:46,29.2747,82.1838,58.95,94,99,1.52
547,Amuntai,ID,2022-09-12 18:39:47,-2.4177,115.2494,71.71,98,40,1.54
548,Chapais,CA,2022-09-12 18:39:48,49.7834,-74.8492,60.58,53,99,3.8
549,Hoi An,VN,2022-09-12 18:39:48,15.8794,108.335,78.76,88,10,5.61
